LfdArtNr;artnr1;abez1;me;basis_me;anz_basis;anz_ve;ean_me;kn_ja;wgrupnr;sort1;sort2;warennr;gewicht_gr;gewicht;sb_ja;KopfLfdNr;ArtNr;ArtBez;VarTyp;VarBez;VarFarbe;kn_art
61480;3769-02;Hot Socks Lazise, 4-fach;kg;10;10.00;10.00;4036014198842;1;15;99;"              3769-02";51099000;NULL;1;NULL;1626;3769-;Hot Socks Lazise, 4-fach;Farbe;02;tannengrün-burgund-apfelgrün-flieder--meliert;Längsknäuel
61481;3769-03;Hot Socks Lazise, 4-fach;kg;10;10.00;10.00;4036014198873;1;15;99;"              3769-03";51099000;NULL;1;NULL;1626;3769-;Hot Socks Lazise, 4-fach;Farbe;03;orange-leuchtgelb-hellrosa-malve-weiß-meliert;Längsknäuel
61482;3769-04;Hot Socks Lazise, 4-fach;kg;10;10.00;10.00;4036014198903;1;15;99;"              3769-04";51099000;NULL;1;NULL;1626;3769-;Hot Socks Lazise, 4-fach;Farbe;04;kürbis-aquablau-narzisse-rot-weiß-meliert;Längsknäuel
61483;3769-05;Hot Socks Lazise, 4-fach;kg;10;10.00;10.00;4036014198934;1;15;99;"              3769-05";51099000;NULL;1;NULL;1626;3769-;Hot Socks Lazise, 4-fach;Farbe;05;hellrosé-seegrün-lind-koralle-weiß-meliert;Längsknäuel
61484;3769-06;Hot Socks Lazise, 4-fach;kg;10;10.00;10.00;4036014198965;1;15;99;"              3769-06";51099000;NULL;1;NULL;1626;3769-;Hot Socks Lazise, 4-fach;Farbe;06;schiefergrau-hellrosé-pastelltürkis-minttürkis-mel;Längsknäuel
61485;3769-07;Hot Socks Lazise, 4-fach;kg;10;10.00;10.00;4036014198996;1;15;99;"              3769-07";51099000;NULL;1;NULL;1626;3769-;Hot Socks Lazise, 4-fach;Farbe;07;tannenmoosgrün-salatgrün-rostbraun-kürbis-meliert;Längsknäuel
61486;3769-08;Hot Socks Lazise, 4-fach;kg;10;10.00;10.00;4036014199023;1;15;99;"              3769-08";51099000;NULL;1;NULL;1626;3769-;Hot Socks Lazise, 4-fach;Farbe;08;tannengrün-rot-honiggelb-blau-weinrot-meliert;Längsknäuel
61487;3775-0;Hot Socks Lazise, 6-fach;kg;10;6.66;5.00;NULL;1;15;99;"               3775-0";51099000;NULL;1;NULL;1640;3775-;Hot Socks Lazise, 6-fach;Farbe;0;NULL;Längsknäuel
61488;3775-01;Hot Socks Lazise, 6-fach;kg;10;6.66;5.00;4036014199054;1;15;99;"              3775-01";51099000;NULL;1;NULL;1640;3775-;Hot Socks Lazise, 6-fach;Farbe;01;jeans-schiefergrau-lind-seegrün-flieder-meliert;Längsknäuel
61489;3775-02;Hot Socks Lazise, 6-fach;kg;10;6.66;5.00;4036014199085;1;15;99;"              3775-02";51099000;NULL;1;NULL;1640;3775-;Hot Socks Lazise, 6-fach;Farbe;02;tannengrün-burgund-apfelgrün-flieder-meliert;Längsknäuel
61490;3775-03;Hot Socks Lazise, 6-fach;kg;10;6.66;5.00;4036014199115;1;15;99;"              3775-03";51099000;NULL;1;NULL;1640;3775-;Hot Socks Lazise, 6-fach;Farbe;03;orange-leuchtgelb-hellrosa-malve-weiß-meliert;Längsknäuel
69929;6176-17;Hot Socks Merino;kg;10;20.00;10.00;4036014280998;1;15;99;"              6176-17";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;17;orchidee;Längsknäuel
69930;6176-18;Hot Socks Merino;kg;10;20.00;10.00;4036014281025;1;15;99;"              6176-18";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;18;lila;Längsknäuel
69931;6176-19;Hot Socks Merino;kg;10;20.00;10.00;4036014281056;1;15;99;"              6176-19";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;19;jeansblau;Längsknäuel
69932;6176-20;Hot Socks Merino;kg;10;20.00;10.00;4036014281087;1;15;99;"              6176-20";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;20;petrol;Längsknäuel
69933;6176-21;Hot Socks Merino;kg;10;20.00;10.00;4036014281117;1;15;99;"              6176-21";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;21;nachtblau;Längsknäuel
69934;6176-22;Hot Socks Merino;kg;10;20.00;10.00;4036014281148;1;15;99;"              6176-22";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;22;sand;Längsknäuel
69935;6176-23;Hot Socks Merino;kg;10;20.00;10.00;4036014281179;1;15;99;"              6176-23";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;23;camel;Längsknäuel
69936;6176-24;Hot Socks Merino;kg;10;20.00;10.00;4036014281209;1;15;99;"              6176-24";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;24;braun;Längsknäuel
69937;6176-25;Hot Socks Merino;kg;10;20.00;10.00;4036014281230;1;15;99;"              6176-25";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;25;curry;Längsknäuel
69938;6176-26;Hot Socks Merino;kg;10;20.00;10.00;4036014281261;1;15;99;"              6176-26";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;26;kürbis;Längsknäuel
69939;6176-27;Hot Socks Merino;kg;10;20.00;10.00;4036014281292;1;15;99;"              6176-27";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;27;kupfer;Längsknäuel
69940;6176-28;Hot Socks Merino;kg;10;20.00;10.00;4036014281322;1;15;99;"              6176-28";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;28;bordeaux;Längsknäuel
69941;6176-29;Hot Socks Merino;kg;10;20.00;10.00;4036014281353;1;15;99;"              6176-29";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;29;altrosa;Längsknäuel
73229;1000-APDF-721-D;Anleitung PDF Hot Socks XMAS Glitter;Stück;1;1.00;1.00;4036014323107;NULL;4;99;"      1000-APDF-721-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-721-D;NULL;[leer]
73230;1246-300-387472-OT;Nadelspiel Bambus  3,0mm,15cm, Ottos;Stück;1;1.00;10.00;NULL;NULL;11;99;"   1246-300-387472-OT";44170000;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73231;1452-300-407702-OT;Nadelspiel Premium,  3,0 mm, 20 cm, Ottos;Stück;1;1.00;10.00;NULL;NULL;11;99;"   1452-300-407702-OT";76169910;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73232;1452-350-407707-OT;Nadelspiel Premium,  3,5 mm, 20 cm, Ottos;Stück;1;1.00;10.00;NULL;NULL;11;99;"   1452-350-407707-OT";76169910;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73234;5013470-25-92-2-FR;prof. machine twine, Jan. 25, Aldi Nord FR, 12 set;SORT;1;12.00;12.00;NULL;NULL;8;99;"   5013470-25-92-2-FR";55081090;331;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73235;2004296-25-92-2-NL;prof. machine twine, Jan. 25, Aldi Nord NL, 12 set;SORT;1;12.00;12.00;NULL;NULL;8;99;"   2004296-25-92-2-NL";55081090;331;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73236;1683-25-92-2-ES;prof. machine twine, Jan. 25, Aldi Nord ES, 12 set;SORT;1;12.00;12.00;NULL;NULL;8;99;"      1683-25-92-2-ES";55081090;330;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73237;3440-25-92-2-PT;prof. machine twine, Jan. 25, Aldi Nord PT, 12 set;SORT;1;12.00;12.00;NULL;NULL;8;99;"      3440-25-92-2-PT";55081090;331;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73238;7787-25-92-2-PL;prof. machine twine, Jan. 25, Aldi Nord PL, 12 set;SORT;1;12.00;12.00;NULL;NULL;8;99;"      7787-25-92-2-PL";55081090;331;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73239;1000-APDF-722-D;Anleitung PDF Funny uni;Stück;1;1.00;1.00;4036014323121;NULL;4;99;"      1000-APDF-722-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-722-D;NULL;[leer]
73240;1000-APDF-723-D;Anleitung PDF Primavera;Stück;1;1.00;1.00;4036014323138;NULL;4;99;"      1000-APDF-723-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-723-D;NULL;[leer]
73241;1000-APDF-724-D;Anleitung PDF Primavera;Stück;1;1.00;1.00;4036014323145;NULL;4;99;"      1000-APDF-724-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-724-D;NULL;[leer]
73242;1000-APDF-725-D;Anleitung PDF Verano;Stück;1;1.00;1.00;4036014323152;NULL;4;99;"      1000-APDF-725-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-725-D;NULL;[leer]
73245;6382-0;Merino Cotton;kg;10;20.00;10.00;NULL;1;15;99;"               6382-0";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;0;NULL;Kuchenknäuel
61491;3775-04;Hot Socks Lazise, 6-fach;kg;10;6.66;5.00;4036014199146;1;15;99;"              3775-04";51099000;NULL;1;NULL;1640;3775-;Hot Socks Lazise, 6-fach;Farbe;04;kürbis-aquablau-narzisse-rot-weiß-meliert;Längsknäuel
61492;3775-05;Hot Socks Lazise, 6-fach;kg;10;6.66;5.00;4036014199177;1;15;99;"              3775-05";51099000;NULL;1;NULL;1640;3775-;Hot Socks Lazise, 6-fach;Farbe;05;hellrosé-seegrün-lind-koralle-weiß-meliert;Längsknäuel
61493;3775-06;Hot Socks Lazise, 6-fach;kg;10;6.66;5.00;4036014199207;1;15;99;"              3775-06";51099000;NULL;1;NULL;1640;3775-;Hot Socks Lazise, 6-fach;Farbe;06;schiefergrau-hellrosé-pastelltürkis-minttürkis-mel;Längsknäuel
61494;3775-07;Hot Socks Lazise, 6-fach;kg;10;6.66;5.00;4036014199238;1;15;99;"              3775-07";51099000;NULL;1;NULL;1640;3775-;Hot Socks Lazise, 6-fach;Farbe;07;tannenmoosgrün-salatgrün-rostbraun-kürbis-meliert;Längsknäuel
61495;3775-08;Hot Socks Lazise, 6-fach;kg;10;6.66;5.00;4036014199269;1;15;99;"              3775-08";51099000;NULL;1;NULL;1640;3775-;Hot Socks Lazise, 6-fach;Farbe;08;tannengrün-rot-honiggelb-blau-weinrot-meliert;Längsknäuel
61591;2611-131;Big Mamma uni;Kn;10;1.00;1.00;4036014199641;NULL;15;99;"             2611-131";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;131;weiß;Längsknäuel
61594;2611-132;Big Mamma uni;Kn;10;1.00;1.00;4036014199665;NULL;15;99;"             2611-132";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;132;rosa;Längsknäuel
61595;2611-133;Big Mamma uni;Kn;10;1.00;1.00;4036014199689;NULL;15;99;"             2611-133";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;133;violett;Längsknäuel
61596;2611-134;Big Mamma uni;Kn;10;1.00;1.00;4036014199702;NULL;15;99;"             2611-134";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;134;mint;Längsknäuel
61597;2611-135;Big Mamma uni;Kn;10;1.00;1.00;4036014199726;NULL;15;99;"             2611-135";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;135;eismint;Längsknäuel
61598;2611-136;Big Mamma uni;Kn;10;1.00;1.00;4036014199740;NULL;15;99;"             2611-136";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;136;jeans;Längsknäuel
61599;2611-137;Big Mamma uni;Kn;10;1.00;1.00;4036014199764;NULL;15;99;"             2611-137";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;137;rot;Längsknäuel
61600;2611-138;Big Mamma uni;Kn;10;1.00;1.00;4036014199788;NULL;15;99;"             2611-138";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;138;kirschrot;Längsknäuel
69942;6176-30;Hot Socks Merino;kg;10;20.00;10.00;4036014281384;1;15;99;"              6176-30";51099000;NULL;1;NULL;1885;6176-;Hot Socks Merino;Farbe;30;aubergine;Längsknäuel
69944;6177-00;Adelia, 10 kg Sortiment;SORT;10;200.00;200.00;4036014281414;NULL;17;99;"              6177-00";55111000;50;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
69952;1000-T-36;"Topschild Socken blau ";Stück;1;1.00;1.00;4036014281469;NULL;14;99;"            1000-T-36";48239040;200;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
69953;1000-T-37;"Topschild Socken rose ";Stück;1;1.00;1.00;4036014281476;NULL;14;99;"            1000-T-37";48239040;200;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
69954;1000-T-38;"Topschild Makramee ";Stück;1;1.00;1.00;4036014281483;NULL;14;99;"            1000-T-38";48239040;200;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
69983;6181-05;Everyday Cotton;kg;10;10.00;10.00;4036014282008;1;15;99;"              6181-05";52071000;NULL;1;NULL;1886;6181-;Everyday Cotton;Farbe;05;kaminrot;Längsknäuel
70088;1000-T-43;Topschild Klotzen statt klecken HS 6-fach;Stück;1;1.00;1.00;4036014282282;NULL;14;99;"            1000-T-43";48239040;200;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
70112;6092-IS-01;Häkeltier Waschbär Wilma, VE = 3 Packungen;SORT;11;3.00;3.00;NULL;NULL;11;99;"           6092-IS-01";52071000;160;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
70113;6092-IS-02;Häkeltier Lama Lydia, VE = 3 Packungen;SORT;11;3.00;3.00;NULL;NULL;11;99;"           6092-IS-02";52071000;160;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
70114;6092-IS-03;Häkeltier Faultier Fred, VE = 3 Packungen;SORT;11;3.00;3.00;NULL;NULL;11;99;"           6092-IS-03";52071000;160;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
70115;6092-IS-04;Häkeltier Dino Dieter, VE = 3 Packungen;SORT;11;3.00;3.00;NULL;NULL;11;99;"           6092-IS-04";52071000;160;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
70116;6213-0;Quick & Cosy;kg;10;6.66;5.00;NULL;1;7;99;"               6213-0";55112000;NULL;1;NULL;1893;6213-;Quick & Cosy;Farbe;0;NULL;Längsknäuel
70117;6218-0;Melange;kg;10;10.00;10.00;NULL;1;7;99;"               6218-0";55112000;NULL;1;NULL;1892;6218-;Melange;Farbe;0;NULL;Längsknäuel
70128;1000-HS-6FACH;Doppelwollturm Aktion Hot Socks 6-fach sortiert;Stück;10;300.00;300.00;NULL;NULL;7;99;"        1000-HS-6FACH";48191000;60000;60;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73246;6382-01;Merino Cotton;kg;10;20.00;10.00;4036014323626;1;15;99;"              6382-01";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;01;creme;Kuchenknäuel
73247;6382-02;Merino Cotton;kg;10;20.00;10.00;4036014323657;1;15;99;"              6382-02";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;02;schwarz;Kuchenknäuel
73249;6382-04;Merino Cotton;kg;10;20.00;10.00;4036014323237;1;15;99;"              6382-04";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;04;rosa;Kuchenknäuel
73250;6382-05;Merino Cotton;kg;10;20.00;10.00;4036014323268;1;15;99;"              6382-05";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;05;hellrosa;Kuchenknäuel
73251;6382-06;Merino Cotton;kg;10;20.00;10.00;4036014323299;1;15;99;"              6382-06";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;06;hellblau;Kuchenknäuel
73252;6382-07;Merino Cotton;kg;10;20.00;10.00;4036014323329;1;15;99;"              6382-07";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;07;pistazie;Kuchenknäuel
73253;6382-08;Merino Cotton;kg;10;20.00;10.00;4036014323350;1;15;99;"              6382-08";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;08;grün;Kuchenknäuel
73254;6382-09;Merino Cotton;kg;10;20.00;10.00;4036014323381;1;15;99;"              6382-09";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;09;helljeans;Kuchenknäuel
73255;6382-10;Merino Cotton;kg;10;20.00;10.00;4036014323411;1;15;99;"              6382-10";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;10;babygelb;Kuchenknäuel
73256;6382-11;Merino Cotton;kg;10;20.00;10.00;4036014323442;1;15;99;"              6382-11";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;11;grau;Kuchenknäuel
73257;6382-12;Merino Cotton;kg;10;20.00;10.00;4036014323473;1;15;99;"              6382-12";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;12;hellgrau;Kuchenknäuel
73258;6382-13;Merino Cotton;kg;10;20.00;10.00;4036014323503;1;15;99;"              6382-13";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;13;lila;Kuchenknäuel
73259;6382-14;Merino Cotton;kg;10;20.00;10.00;4036014323534;1;15;99;"              6382-14";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;14;rost;Kuchenknäuel
73260;6382-15;Merino Cotton;kg;10;20.00;10.00;4036014323565;1;15;99;"              6382-15";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;15;babyrosa;Kuchenknäuel
73261;6382-16;Merino Cotton;kg;10;20.00;10.00;4036014323596;1;15;99;"              6382-16";52079000;NULL;1;NULL;2128;6382-;Merino Cotton;Farbe;16;salbei;Kuchenknäuel
61602;2611-140;Big Mamma uni;Kn;10;1.00;1.00;4036014199825;NULL;15;99;"             2611-140";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;140;grasgrün;Längsknäuel
61603;2611-141;Big Mamma uni;Kn;10;1.00;1.00;4036014199849;NULL;15;99;"             2611-141";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;141;smaragd;Längsknäuel
61604;2611-142;Big Mamma uni;Kn;10;1.00;1.00;4036014199863;NULL;15;99;"             2611-142";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;142;petrol;Längsknäuel
61605;2611-143;Big Mamma uni;Kn;10;1.00;1.00;4036014199887;NULL;15;99;"             2611-143";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;143;cappucino;Längsknäuel
61606;2611-144;Big Mamma uni;Kn;10;1.00;1.00;4036014199900;NULL;15;99;"             2611-144";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;144;mittelgrau;Längsknäuel
61607;2611-145;Big Mamma uni;Kn;10;1.00;1.00;4036014199924;NULL;15;99;"             2611-145";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;145;steingrau;Längsknäuel
61608;2611-146;Big Mamma uni;Kn;10;1.00;1.00;4036014199948;NULL;15;99;"             2611-146";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;146;schwarz;Längsknäuel
61609;2612-34;Big Mamma print;Kn;10;1.00;1.00;4036014199962;NULL;7;99;"              2612-34";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;34;altrosa-mauve-pflaume-olive-leinen;Längsknäuel
61610;2612-35;Big Mamma print;Kn;10;1.00;1.00;4036014199986;NULL;7;99;"              2612-35";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;35;burgund-weinrot-rosa-weiß-teracotta;Längsknäuel
61612;2612-37;Big Mamma print;Kn;10;1.00;1.00;4036014200002;NULL;7;99;"              2612-37";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;37;dunkelbraun-tannengrün-weiß-kamel-petrol;Längsknäuel
61613;2612-38;Big Mamma print;Kn;10;1.00;1.00;4036014200026;NULL;7;99;"              2612-38";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;38;violett-tannengrün-weiß-moosgrün-lavendel;Längsknäuel
61617;2612-42;Big Mamma print;Kn;10;1.00;1.00;4036014200101;NULL;7;99;"              2612-42";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;42;weiß-grau-hellgrau-beige-sand;Längsknäuel
61620;2612-45;Big Mamma print;Kn;10;1.00;1.00;4036014200163;NULL;7;99;"              2612-45";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;45;graphit-grau-beige-kamel-teddy-weiß;Längsknäuel
61621;2612-46;Big Mamma print;Kn;10;1.00;1.00;4036014200187;NULL;7;99;"              2612-46";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;46;hellgrau-anthrazit-schwarz-weiß;Längsknäuel
61622;2612-47;Big Mamma print;Kn;10;1.00;1.00;4036014200200;NULL;7;99;"              2612-47";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;47;moos-royal-indigo-taupe-schoko-weiß;Längsknäuel
61623;2612-48;Big Mamma print;Kn;10;1.00;1.00;4036014200224;NULL;7;99;"              2612-48";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;48;jeans-azur-himmelblau-steingrau-marine-weiß;Längsknäuel
61624;2612-49;Big Mamma print;Kn;10;1.00;1.00;4036014200248;NULL;7;99;"              2612-49";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;49;schoko-marone-kamel-weiß;Längsknäuel
61781;770-59;Hot Socks uni 50;kg;10;20.00;10.00;4036014201177;1;15;99;"               770-59";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;59;jeans meliert;Längsknäuel
61782;770-60;Hot Socks uni 50;kg;10;20.00;10.00;4036014201207;1;15;99;"               770-60";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;60;hyazinth meliert;Längsknäuel
61783;770-63;Hot Socks uni 50;kg;10;20.00;10.00;4036014201238;1;15;99;"               770-63";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;63;marsalarot meliert;Längsknäuel
61784;770-64;Hot Socks uni 50;kg;10;20.00;10.00;4036014201269;1;15;99;"               770-64";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;64;kupfer meliert;Längsknäuel
61789;770-69;Hot Socks uni 50;kg;10;20.00;10.00;4036014201412;1;15;99;"               770-69";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;69;curry;Längsknäuel
61820;3442-18;Funny uni;kg;10;10.00;10.00;4036014201566;1;15;99;"              3442-18";56060099;NULL;1;NULL;1332;3442-;Funny uni;Farbe;18;petrol;Längsknäuel
61821;3442-19;Funny uni;kg;10;10.00;10.00;4036014201597;1;15;99;"              3442-19";56060099;NULL;1;NULL;1332;3442-;Funny uni;Farbe;19;beige;Längsknäuel
61822;3442-20;Funny uni;kg;10;10.00;10.00;4036014201634;1;15;99;"              3442-20";56060099;NULL;1;NULL;1332;3442-;Funny uni;Farbe;20;braun;Längsknäuel
61855;3458-09;Baby uni;kg;10;20.00;10.00;4036014202235;1;15;99;"              3458-09";55111000;NULL;1;NULL;1374;3458-;Baby uni;Farbe;09;hellgrau;Längsknäuel
61856;861-238;Cotton Quick print;kg;10;20.00;10.00;4036014202280;1;15;99;"              861-238";52071000;NULL;1;NULL;1012;861-;Cotton Quick print;Farbe;238;beige-blau-grau-mix color;Längsknäuel
73447;6399-0;Hot Socks Riviera, 6 fach;kg;10;6.66;5.00;NULL;1;15;99;"               6399-0";51099000;NULL;1;NULL;2029;6399-;Hot Socks Riviera, 6 fach;Farbe;0;NULL;Längsknäuel
73448;6399-01;Hot Socks Riviera, 6 fach;kg;10;6.66;5.00;4036014327204;1;15;99;"              6399-01";51099000;NULL;1;NULL;2029;6399-;Hot Socks Riviera, 6 fach;Farbe;01;weiß-orange-erdbeerrot-seegrün-navy-honig;Längsknäuel
73449;6399-02;Hot Socks Riviera, 6 fach;kg;10;6.66;5.00;4036014327235;1;15;99;"              6399-02";51099000;NULL;1;NULL;2029;6399-;Hot Socks Riviera, 6 fach;Farbe;02;lind-honiggelb-gletscherblau-beige-ocker-aqua;Längsknäuel
73450;6399-03;Hot Socks Riviera, 6 fach;kg;10;6.66;5.00;4036014327266;1;15;99;"              6399-03";51099000;NULL;1;NULL;2029;6399-;Hot Socks Riviera, 6 fach;Farbe;03;flieder-himbeer-aqua-kürbis-kaminrot;Längsknäuel
73451;6399-04;Hot Socks Riviera, 6 fach;kg;10;6.66;5.00;4036014327297;1;15;99;"              6399-04";51099000;NULL;1;NULL;2029;6399-;Hot Socks Riviera, 6 fach;Farbe;04;kiwi-kürbis-flaschengrün-rose-violett;Längsknäuel
73452;6399-05;Hot Socks Riviera, 6 fach;kg;10;6.66;5.00;4036014327327;1;15;99;"              6399-05";51099000;NULL;1;NULL;2029;6399-;Hot Socks Riviera, 6 fach;Farbe;05;saphir-graurün-sonnengelb-altrosa-walnuss-blaulila;Längsknäuel
73453;6399-06;Hot Socks Riviera, 6 fach;kg;10;6.66;5.00;4036014327358;1;15;99;"              6399-06";51099000;NULL;1;NULL;2029;6399-;Hot Socks Riviera, 6 fach;Farbe;06;aqua-hellblau-petrol-kiwi-orangerot-kürbis;Längsknäuel
73454;6399-07;Hot Socks Riviera, 6 fach;kg;10;6.66;5.00;4036014327389;1;15;99;"              6399-07";51099000;NULL;1;NULL;2029;6399-;Hot Socks Riviera, 6 fach;Farbe;07;kiwi-petrol-hellblau-mokka-orange-dunkelrot;Längsknäuel
73455;6399-08;Hot Socks Riviera, 6 fach;kg;10;6.66;5.00;4036014327419;1;15;99;"              6399-08";51099000;NULL;1;NULL;2029;6399-;Hot Socks Riviera, 6 fach;Farbe;08;pink-rotviolett-violett-topas-aqua-ozean;Längsknäuel
73456;6400-0;Hot Socks Campione, 4 fach;kg;10;10.00;10.00;NULL;1;15;99;"               6400-0";51099000;NULL;1;NULL;2026;6400-;Hot Socks Campione, 4 fach;Farbe;0;NULL;Längsknäuel
73457;6400-01;Hot Socks Campione, 4 fach;kg;10;10.00;10.00;4036014327440;1;15;99;"              6400-01";51099000;NULL;1;NULL;2026;6400-;Hot Socks Campione, 4 fach;Farbe;01;aqua-kürbis-karmin-weiß-schwarz;Längsknäuel
73458;6400-02;Hot Socks Campione, 4 fach;kg;10;10.00;10.00;4036014327471;1;15;99;"              6400-02";51099000;NULL;1;NULL;2026;6400-;Hot Socks Campione, 4 fach;Farbe;02;limette-kürbis-himbeer-ozean-weiß-schwarz;Längsknäuel
73459;6400-03;Hot Socks Campione, 4 fach;kg;10;10.00;10.00;4036014327501;1;15;99;"              6400-03";51099000;NULL;1;NULL;2026;6400-;Hot Socks Campione, 4 fach;Farbe;03;moos-aqua-orange-seegrün-weiß-schwarz;Längsknäuel
73460;6400-04;Hot Socks Campione, 4 fach;kg;10;10.00;10.00;4036014327532;1;15;99;"              6400-04";51099000;NULL;1;NULL;2026;6400-;Hot Socks Campione, 4 fach;Farbe;04;ultramarin-ocker-senf-moos-weiß-schwarz;Längsknäuel
