LfdArtNr;artnr1;abez1;me;basis_me;anz_basis;anz_ve;ean_me;kn_ja;wgrupnr;sort1;sort2;warennr;gewicht_gr;gewicht;sb_ja;KopfLfdNr;ArtNr;ArtBez;VarTyp;VarBez;VarFarbe;kn_art
75695;4271-24-10-2-DE-R;SB-Pack, Sockw.4-fach, Kuschelsocken 2,2 kg,VE=12;SORT;11;12.00;12.00;NULL;NULL;5;99;"    4271-24-10-2-DE-R";51099000;183;2;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75696;3003380-24-10-2-BE-R;SB-Pack, Sockenw.4-fach, Kuschelsock 2,2 kg,VE=12;SORT;11;12.00;12.00;NULL;NULL;8;99;" 3003380-24-10-2-BE-R";51099000;183;2;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75697;6012744-24-10-2-ES-R;SB-Pack, Sockenw.4-fach, Kuschelsock 2,2 kg, VE=12;SORT;11;12.00;12.00;NULL;NULL;5;99;" 6012744-24-10-2-ES-R";51099000;183;2;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75698;5690-24-10-2-PT-R;SB-Pack, Sockenw. 4-fach, Kuschelsock 2,2 kg,VE=12;SORT;11;12.00;12.00;NULL;NULL;5;99;"    5690-24-10-2-PT-R";51099000;183;2;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75699;5555-24-10-2-PL-R;SB-Pack, Sockenw. 4-fach, Kuschelsock 2,2 kg,VE=12;SORT;11;12.00;12.00;NULL;NULL;5;99;"    5555-24-10-2-PL-R";51099000;183;2;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75700;32961-25-81-7-DE;Nähkörbe mit Nähzubehör, Dez.25,Norma, Sort.,VE=12;SORT;1;12.00;12.00;NULL;NULL;8;99;"     32961-25-81-7-DE";42021299;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75701;5017816-24-82-2-FR-R;Handarbeitsnadelsets, VE=30;SORT;1;30.00;30.00;NULL;NULL;5;99;" 5017816-24-82-2-FR-R";44219100;12;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75702;6012747-24-82-2-ES-R;Handarbeitsnadelsets, VE=30;SORT;1;30.00;30.00;NULL;NULL;5;99;" 6012747-24-82-2-ES-R";44219100;12;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75703;1000-APDF-787-D;Anleitung PDF Merino Mio;Stück;1;1.00;1.00;4036014346816;NULL;4;99;"      1000-APDF-787-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-787-D;NULL;[leer]
75704;1000-APDF-788-D;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;4036014346823;NULL;4;99;"      1000-APDF-788-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-788-D;NULL;[leer]
75705;1000-APDF-789-D;Anleitung PDF Primavera;Stück;1;1.00;1.00;4036014346830;NULL;4;99;"      1000-APDF-789-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-789-D;NULL;[leer]
74560;01438-966;BIG MERINO;kg;10;6.66;6.00;8020586500352;1;6;99;"            01438-966";56060091;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74561;01438-967;BIG MERINO;kg;10;6.66;6.00;8020586500369;1;6;99;"            01438-967";56060091;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74562;01438-968;BIG MERINO;kg;10;6.66;6.00;8020586500376;1;6;99;"            01438-968";56060091;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74563;01436-690;AMOR LINO;kg;10;20.00;10.00;8020586501137;1;6;99;"            01436-690";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74565;01436-692;AMOR LINO;kg;10;20.00;10.00;8020586501151;1;6;99;"            01436-692";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74566;01436-693;AMOR LINO;kg;10;20.00;10.00;8020586501168;1;6;99;"            01436-693";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74567;01436-694;AMOR LINO;kg;10;20.00;10.00;8020586501175;1;6;99;"            01436-694";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74568;01436-695;AMOR LINO;kg;10;20.00;10.00;8020586501182;1;6;99;"            01436-695";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74569;01436-696;AMOR LINO;kg;10;20.00;10.00;8020586501199;1;6;99;"            01436-696";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74570;01436-697;AMOR LINO;kg;10;20.00;10.00;8020586501205;1;6;99;"            01436-697";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74571;01436-698;AMOR LINO;kg;10;20.00;10.00;8020586501212;1;6;99;"            01436-698";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74572;01436-699;AMOR LINO;kg;10;20.00;10.00;8020586501229;1;6;99;"            01436-699";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74573;01378-675;MOLTO BENE;kg;10;10.00;10.00;8020586473304;1;6;99;"            01378-675";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74574;01378-676;MOLTO BENE;kg;10;10.00;10.00;8020586473311;1;6;99;"            01378-676";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
68886;1000-AF-224;"Anleitungsfolder Baby Color 2022 DEF            ";Stück;1;1.00;1.00;4036014269993;NULL;4;99;"          1000-AF-224";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-224;NULL;[leer]
68887;1000-AF-225;Anleitungsfolder Baby Cotton 2022 DEF;Stück;1;1.00;1.00;4036014270005;NULL;4;99;"          1000-AF-225";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-225;NULL;[leer]
68888;1000-AF-226;"Anleitungsfolder Macramé 2022 NL            ";Stück;1;1.00;1.00;4036014270012;NULL;4;99;"          1000-AF-226";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-226;NULL;[leer]
68891;1000-AF-229;"Anleitungsfolder CottonQuick print 2022 DEF       ";Stück;1;1.00;1.00;4036014270043;NULL;4;99;"          1000-AF-229";49119900;10;0;NULL;1756;1000-A;Anleitungen;Anleitung;AF-229;NULL;[leer]
68955;6111-00;Sockenwolle Oxford, 6 Kg Sortiment;SORT;10;60.00;60.00;4036014270562;NULL;17;99;"              6111-00";51099000;100;6;NULL;1852;6111-00;Sockenwolle Oxford, 6 Kg Sortiment;Einzelartikel;00;NULL;[leer]
68956;6112-00;Sockenwolle Dublin, 6 Kg Sortiment;SORT;10;60.00;60.00;4036014270586;NULL;17;99;"              6112-00";51099000;100;6;NULL;1853;6112-00;Sockenwolle Dublin, 6 Kg Sortiment;Einzelartikel;00;NULL;[leer]
68962;1000-APDF-487-E;Anleitung PDF Calore;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-487-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-487-E;NULL;[leer]
68963;1000-APDF-487-F;Anleitung PDF Calore;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-487-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-487-F;NULL;[leer]
68964;1000-APDF-500-D;Anleitung PDF Lisa Premium uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-500-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-500-D;NULL;[leer]
68965;1000-APDF-501-D;Anleitung PDF Baby color;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-501-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-501-D;NULL;[leer]
68966;1000-APDF-502-D;Anleitung PDF Lisa Premium uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-502-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-502-D;NULL;[leer]
68967;1000-APDF-503-D;Anleitung PDF Koala;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-503-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-503-D;NULL;[leer]
68968;1000-APDF-504-D;Anleitung PDF Koala;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-504-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-504-D;NULL;[leer]
68969;1000-APDF-505-D;Anleitung PDF Baby uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-505-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-505-D;NULL;[leer]
38843;1308;Knopfloch-Elastic, 20 mm x 1 m, weiß;Stück;1;1.00;10.00;4036014025186;NULL;19;99;"                 1308";60029000;20;0;NULL;1198;1308;Knopfloch-Elastik, 20 mm x 1 m, weiß;Einzelartikel;1308;weiß;[leer]
38855;1309;Selbstklebende Haken, 4 Stück;Stück;1;1.00;10.00;4036014025193;NULL;19;99;"                 1309";39249000;20;0;NULL;1202;1309;Selbstklebende Haken, 4 Stück;Einzelartikel;1309;weiß;[leer]
38875;ALDI-1219-300;Häkelnadel  Aluminium 3,00 mm;Stück;1;1.00;1.00;NULL;NULL;9;99;"        ALDI-1219-300";76169910;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
39403;9999-16;Sopo Wolle MFL;kg;1;1.00;1.00;NULL;NULL;7;99;"              9999-16";55111000;1000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
39451;11111;KUNDENINFO;.;1;1.00;1.00;NULL;NULL;20;99;"                11111";0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
40005;2611-0;Big Mamma uni;Kn;10;1.00;1.00;NULL;NULL;15;99;"               2611-0";55111000;400;0;NULL;1005;2611-;Big Mamma uni;Farbe;0;NULL;Längsknäuel
40055;2612-0;Big Mamma print;Kn;10;1.00;1.00;NULL;NULL;15;99;"               2612-0";55111000;400;0;NULL;1004;2612-;Big Mamma print;Farbe;0;NULL;Längsknäuel
40076;ALDI-1233-1000;Rundstricknadeln Stahl, 10,0 mm, 80 cm;Stück;1;1.00;1.00;NULL;NULL;9;99;"       ALDI-1233-1000";73199090;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
40077;ALDI-1233-600;Rundstricknadeln Stahl, 6,0 mm, 80 cm;Stück;1;1.00;1.00;NULL;NULL;9;99;"        ALDI-1233-600";73199090;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
40083;2613-0;Filzwolle uni;kg;10;20.00;10.00;NULL;1;15;99;"               2613-0";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;0;Art. 2190 IFB;Längsknäuel
40084;2613-01;Filzwolle uni;kg;10;20.00;10.00;4036014029627;1;15;99;"              2613-01";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;01;creme;Längsknäuel
40085;2613-02;Filzwolle uni;kg;10;20.00;10.00;4036014029610;1;15;99;"              2613-02";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;02;anthrazit;Längsknäuel
40086;2613-03;Filzwolle uni;kg;10;20.00;10.00;4036014029603;1;15;99;"              2613-03";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;03;schwarz;Längsknäuel
40087;2613-04;Filzwolle uni;kg;10;20.00;10.00;4036014029580;1;15;99;"              2613-04";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;04;grasgrün;Längsknäuel
40089;2613-06;Filzwolle uni;kg;10;20.00;10.00;4036014029566;1;15;99;"              2613-06";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;06;schokolade;Längsknäuel
40092;2613-09;Filzwolle uni;kg;10;20.00;10.00;4036014029535;1;15;99;"              2613-09";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;09;signalrot;Längsknäuel
40093;2613-10;Filzwolle uni;kg;10;20.00;10.00;4036014029528;1;15;99;"              2613-10";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;10;bordeaux;Längsknäuel
40094;2613-11;Filzwolle uni;kg;10;20.00;10.00;4036014029511;1;15;99;"              2613-11";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;11;lila;Längsknäuel
40095;2613-12;Filzwolle uni;kg;10;20.00;10.00;4036014029504;1;15;99;"              2613-12";51091090;NULL;1;NULL;1020;2613-;Filzwolle uni;Farbe;12;royalblau;Längsknäuel
40096;2614-0;Filzwolle color;kg;10;20.00;10.00;NULL;1;15;99;"               2614-0";51091090;NULL;1;NULL;1017;2614-;Filzwolle color;Farbe;0;NULL;Längsknäuel
40097;2614-20;Filzwolle color;kg;10;20.00;10.00;4036014029641;1;15;99;"              2614-20";51091090;NULL;1;NULL;1017;2614-;Filzwolle color;Farbe;20;schwarz-grau-weiß multicolor;Längsknäuel
40102;2614-21;Filzwolle color;kg;10;20.00;10.00;4036014029634;1;15;99;"              2614-21";51091090;NULL;1;NULL;1017;2614-;Filzwolle color;Farbe;21;rot-orange-schwarz multicolor;Längsknäuel
40103;2614-22;Filzwolle color;kg;10;20.00;10.00;4036014029689;1;15;99;"              2614-22";51091090;NULL;1;NULL;1017;2614-;Filzwolle color;Farbe;22;grün-marine multicolor;Längsknäuel
40104;2614-23;Filzwolle color;kg;10;20.00;10.00;4036014029672;1;15;99;"              2614-23";51091090;NULL;1;NULL;1017;2614-;Filzwolle color;Farbe;23;blau-anthrazit multicolor;Längsknäuel
40105;2614-24;Filzwolle color;kg;10;20.00;10.00;4036014029658;1;15;99;"              2614-24";51091090;NULL;1;NULL;1017;2614-;Filzwolle color;Farbe;24;lila-bordeaux-anthrazit multicolor;Längsknäuel
40276;770-31;Hot Socks uni 50;kg;10;20.00;10.00;4036014032887;1;15;99;"               770-31";51099000;NULL;1;NULL;1034;770-;Hot Socks uni 50;Farbe;31;anthrazit;Längsknäuel
40404;ALDI-1233-500;Rundstricknadeln Stahl, 5,0 mm, 80 cm;Stück;1;1.00;1.00;NULL;NULL;9;99;"        ALDI-1233-500";73199090;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
68970;1000-APDF-506-D;Anleitung PDF Merino Pure;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-506-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-506-D;NULL;[leer]
68971;1000-APDF-507-D;Anleitung PDF Re-Cotton;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-507-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-507-D;NULL;[leer]
68972;1000-APDF-508-D;Anleitung PDF Lolly Pop;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-508-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-508-D;NULL;[leer]
68973;1000-APDF-509-D;Anleitung PDF Happy Tube;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-509-D";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-509-D;NULL;[leer]
68974;1000-APDF-460-E;Anleitung PDF Alpelino;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-460-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-460-E;NULL;[leer]
68975;1000-APDF-460-F;Anleitung PDF Alpelino;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-460-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-460-F;NULL;[leer]
68976;1000-APDF-471-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-471-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-471-E;NULL;[leer]
68977;1000-APDF-471-F;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-471-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-471-F;NULL;[leer]
68978;1000-APDF-331-E;Anleitung PDF Cotton Quick uni;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-331-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-331-E;NULL;[leer]
68979;1000-APDF-488-E;Anleitung PDF Codino;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-488-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-488-E;NULL;[leer]
68980;1000-APDF-488-F;Anleitung PDF Codino;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-488-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-488-F;NULL;[leer]
68981;1000-APDF-489-E;Anleitung PDF Cottolino;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-489-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-489-E;NULL;[leer]
68982;1000-APDF-489-F;Anleitung PDF Cottolino;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-489-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-489-F;NULL;[leer]
68983;1000-APDF-490-E;Anleitung PDF Cotton Blend;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-490-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-490-E;NULL;[leer]
68984;1000-APDF-490-F;Anleitung PDF Cotton Blend;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-490-F";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-490-F;NULL;[leer]
68985;1000-APDF-491-E;Anleitung PDF Finnja;Stück;1;1.00;1.00;NULL;NULL;4;99;"      1000-APDF-491-E";49119900;0;0;NULL;1789;1000-APDF;Anleitungen PDF;Anleitung;APDF-491-E;NULL;[leer]
72276;180-0628;FELTRO;kg;10;20.00;10.00;4033493347808;1;6;99;"             180-0628";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72283;180-0;FELTRO RIGATTO - FELTRO PRINT;kg;10;20.00;10.00;NULL;1;6;99;"                180-0";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72288;5017816-24-82-2-FR;Handicraft needles, Nov.24, Aldi Nord FR, 30 sets;SORT;1;30.00;30.00;NULL;NULL;8;99;"   5017816-24-82-2-FR";44219100;12;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72389;6360-0;Filzwolle uni;kg;10;20.00;10.00;NULL;1;17;99;"               6360-0";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72390;6360-01;Filzwolle uni;kg;10;20.00;10.00;4036014317205;1;17;99;"              6360-01";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72391;6360-02;Filzwolle uni;kg;10;20.00;10.00;4036014317236;1;17;99;"              6360-02";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72392;6360-03;Filzwolle uni;kg;10;20.00;10.00;4036014317267;1;17;99;"              6360-03";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72393;6360-04;Filzwolle uni;kg;10;20.00;10.00;4036014317298;1;17;99;"              6360-04";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72394;6361-0;Filzwolle print;kg;10;20.00;10.00;NULL;1;17;99;"               6361-0";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72395;6361-01;Filzwolle print;kg;10;20.00;10.00;4036014317359;1;17;99;"              6361-01";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72396;6361-02;Filzwolle print;kg;10;20.00;10.00;4036014317380;1;17;99;"              6361-02";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72397;6361-03;Filzwolle print;kg;10;20.00;10.00;4036014317410;1;17;99;"              6361-03";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72398;6361-04;Filzwolle print;kg;10;20.00;10.00;4036014317441;1;17;99;"              6361-04";51091090;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72399;6362-0;Sockenwolle 4-fach, uni;kg;10;20.00;10.00;NULL;1;17;99;"               6362-0";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72400;6362-01;Sockenwolle 4-fach, uni;kg;10;20.00;10.00;4036014317502;1;17;99;"              6362-01";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74576;01378-678;MOLTO BENE;kg;10;10.00;10.00;8020586473335;1;6;99;"            01378-678";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74586;01378-909;MOLTO BENE;kg;10;10.00;10.00;8020586500925;1;6;99;"            01378-909";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74587;01378-910;MOLTO BENE;kg;10;10.00;10.00;8020586500932;1;6;99;"            01378-910";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74589;01378-970;MOLTO BENE;kg;10;10.00;10.00;8020586486151;1;6;99;"            01378-970";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74590;01378-971;MOLTO BENE;kg;10;10.00;10.00;8020586486168;1;6;99;"            01378-971";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74591;01378-972;MOLTO BENE;kg;10;10.00;10.00;8020586486175;1;6;99;"            01378-972";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74592;01378-973;MOLTO BENE;kg;10;10.00;10.00;8020586486182;1;6;99;"            01378-973";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74593;01378-992;MOLTO BENE;kg;10;10.00;10.00;8020586491742;1;6;99;"            01378-992";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74594;01378-993;MOLTO BENE;kg;10;10.00;10.00;8020586491759;1;6;99;"            01378-993";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74595;01378-994;MOLTO BENE;kg;10;10.00;10.00;8020586491766;1;6;99;"            01378-994";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74596;01378-995;MOLTO BENE;kg;10;10.00;10.00;8020586491773;1;6;99;"            01378-995";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74597;01378-996;MOLTO BENE;kg;10;10.00;10.00;8020586491780;1;6;99;"            01378-996";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74600;01462-900;YORK;kg;10;10.00;10.00;8020586502813;1;6;99;"            01462-900";56060091;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74601;01462-901;YORK;kg;10;10.00;10.00;8020586502820;1;6;99;"            01462-901";56060091;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75678;6251-RET-202;Sockenwolle Collezione II, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"         6251-RET-202";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75681;6251-RET-205;Sockenwolle Collezione II, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"         6251-RET-205";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75682;6251-RET-206;Sockenwolle Collezione II, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"         6251-RET-206";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75683;6252-RET-0;Sockenwolle Collezione III, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"           6252-RET-0";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75684;6252-RET-301;Sockenwolle Collezione III, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"         6252-RET-301";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75685;6252-RET-302;Sockenwolle Collezione III, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"         6252-RET-302";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75686;6252-RET-303;Sockenwolle Collezione III, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"         6252-RET-303";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75687;6252-RET-304;Sockenwolle Collezione III, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"         6252-RET-304";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75688;6252-RET-305;Sockenwolle Collezione III, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"         6252-RET-305";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75689;6252-RET-306;Sockenwolle Collezione III, Einzelfarbe;kg;10;10.00;10.00;NULL;1;15;99;"         6252-RET-306";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75690;6406-BV-888;"Merry Christmas, 3,3 kg Sortiment, Boekenvoordeel ";SORT;10;10.00;10.00;NULL;NULL;11;99;"          6406-BV-888";55111000;330;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75691;6459-00;Sockenparade 4-fach, 10 kg Sortiment;SORT;10;100.00;100.00;4036014346373;NULL;17;99;"              6459-00";51099000;100;10;NULL;2148;6459-0;Sockenparade 4-fach;Einzelartikel;00;Anzahl der Farben unterschiedlich;Längsknäuel
75692;2222-B2C-SET-01;Strickset Sockenbestseller;SB;11;1.00;1.00;NULL;NULL;15;99;"      2222-B2C-SET-01";51099000;1130;1;1;2156;2222-B2C-SET-01;Strickset Sockenbestseller;Einzelartikel;B2C-SET-01;Sockenbestseller;[leer]
75693;1000-AH-133;"Anleitungsheft B2C Strickset Sockenbestse         ";Stück;1;1.00;1.00;4036014348070;NULL;4;99;"          1000-AH-133";49119900;260;0;NULL;1756;1000-A;Anleitungen;Anleitung;AH-133;32-seitig;[leer]
72401;6362-02;Sockenwolle 4-fach, uni;kg;10;20.00;10.00;4036014317533;1;17;99;"              6362-02";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72402;6362-03;Sockenwolle 4-fach, uni;kg;10;20.00;10.00;4036014317564;1;17;99;"              6362-03";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72403;6362-04;Sockenwolle 4-fach, uni;kg;10;20.00;10.00;4036014317595;1;17;99;"              6362-04";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72404;6362-05;Sockenwolle 4-fach, uni;kg;10;20.00;10.00;4036014317625;1;17;99;"              6362-05";51099000;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
